" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits 0506",All Entires & Exits 0405,05/06 Interchanges
1957,6582,6486,723.625,13791.625,6567,6488,723.625,13778.625,27570.25,27042,
8628,579,399,0,978,625,410,0,1035,2013,1619,
7915,925,3371,6559.6,10855.6,1121,3363,6559.6,11043.6,21899.2,23729,
3797,5088,9173,4099.175,18360.175,5484,9162,4099.175,18745.175,37105.35,45943,
4519,1253,950,624.97,2827.97,1482,1272,624.97,3378.97,6206.94,5009,
7877,331954,516709,99770.75,948433.75,340150,517776,99770.75,957696.75,1906130.5,1795683,284260
6729,829,1141,324.45,2294.45,1318,1208,324.45,2850.45,5144.9,5847,
7211,5702,9402,865.9,15969.9,6759,9564,865.9,17188.9,33158.8,29711,
5101,267540.63,336998.26,868392.43162,1472931.32162,286197.31,335702.27,868392.43162,1490292.01162,2963223.3332,2894087,469376
8420,19192,33228,8734.735,61154.735,20067,32546,8734.735,61347.735,122502.47,134260,
2576,51096,30681,17927.71,99704.71,57284,30925,17927.71,106136.71,205841.42,175771,
5668,36398,39520,48573.095,124491.095,41969,39628,48573.095,130170.095,254661.19,253156,
2770,19549,29205,24295.81,73049.81,16791,31710,24295.81,72796.81,145846.62,116551,
3408,40080,72951,33180.195,146211.195,40784,72989,33180.195,146953.195,293164.39,281659,
3409,5807,26509,1991.575,34307.575,11240,26506,1991.575,39737.575,74045.15,69763,
5011,43470,85325,79373.015,208168.015,46467,87147,79373.015,212987.015,421155.03,407030,
5942,2233,1957,1945.655,6135.655,2639,1977,1945.655,6561.655,12697.31,12087,
2877,3541,7378,2627.225,13546.225,2736,10053,2627.225,15416.225,28962.45,26132,
2963,1658,4194,648.875,6500.875,1999,4401,648.875,7048.875,13549.75,16090,
5412,267,235,324.355,826.355,291,264,324.355,879.355,1705.71,5456,164966
2480,1032,612,114.05,1758.05,1204,621,114.05,1939.05,3697.1,3629,
8441,9242,6726,1053.695,17021.695,8138,6120,1053.695,15311.695,32333.39,25636,
2306,2547,5642,51.5,8240.5,2804,5640,51.5,8495.5,16736,15252,
8432,16611,17564,5214.32,39389.32,19462,17467,5214.32,42143.32,81532.64,75833,
3052,33268,43303,57636.98,134207.98,33550,43320,57636.98,134506.98,268714.96,242237,
3060,957,1453,2232.755,4642.755,2162,1462,2232.755,5856.755,10499.51,15572,
5421,183976.9629,173952.7449,554198.93397,912128.64177,178060.029,173430.0849,554198.93397,905689.04787,1817817.6896,1783521,20466
2103,2512,903,0,3415,2855,901,0,3756,7171,8181,
5145,45768.0208,48619.1252,83377.038802,177764.184802,51562.9946,48641.1252,83377.038802,183581.158602,361345.3434,311311,
1823,434751,692748,185804.305,1313303.305,428529,693074,185804.305,1307407.305,2620710.61,2623578,612366
7212,4045,11188,755.84,15988.84,4398,11382,755.84,16535.84,32524.68,30872,
2652,4274,8443,2035.4,14752.4,3562,9106,2035.4,14703.4,29455.8,26048,
3579,4732,3078,1320.2,9130.2,5041,3082,1320.2,9443.2,18573.4,16202,
8326,161618,219045,20272.345,400935.345,163891,219800,20272.345,403963.345,804898.69,743231,
3030,219678,399698,468927.57,1088303.57,218303,400155,468927.57,1087385.57,2175689.14,2181924,309160
5753,36906,18595,23309.455,78810.455,35165,18537,23309.455,77011.455,155821.91,134804,
5502,2400,2128,2220.845,6748.845,2353,2133,2220.845,6706.845,13455.69,12191,
3901,4367,11838,3297.345,19502.345,7291,11834,3297.345,22422.345,41924.69,34289,
3830,9276,12186,5806.75,27268.75,13810,12191,5806.75,31807.75,59076.5,61066,
3861,3769,3238,1577.205,8584.205,4301,3238,1577.205,9116.205,17700.41,18811,
8632,14764,5969,1036.8,21769.8,12108,8593,1036.8,21737.8,43507.6,34898,178
7897,3784,2211,1598.475,7593.475,3821,2214,1598.475,7633.475,15226.95,11173,
2893,10330,15734,5298.225,31362.225,9422,17911,5298.225,32631.225,63993.45,57846,
2765,9890,17072,1440.375,28402.375,8382,17284,1440.375,27106.375,55508.75,45507,
7348,46598,71339,36747.835,154684.835,50016,84104,36747.835,170867.835,325552.67,314136,
3588,1512,633,202.75,2347.75,1711,633,202.75,2546.75,4894.5,5088,
6781,4817,6677,806.78,12300.78,5490,7035,806.78,13331.78,25632.56,20752,
4188,167,452,0,619,167,465,0,632,1251,1328,
5036,278,524,644.035,1446.035,420,526,644.035,1590.035,3036.07,3027,
2538,867,40,0,907,477,40,0,517,1424,992,
2452,2556,145,293.55,2994.55,2286,146,293.55,2725.55,5720.1,6148,
6417,533146,694288,186844.685,1414278.685,537319,698958,186844.685,1423121.685,2837400.37,2772500,972396
5961,60007,110958,17831.655,188796.655,60241,112301,17831.655,190373.655,379170.31,376021,
5962,35,81,0,116,41,79,0,120,236,301,267
6690,15889,10351,3332.425,29572.425,16900,10412,3332.425,30644.425,60216.85,55176,
5357,142381,214229,278295.67805,634905.67805,151539,214294,278295.67805,644128.67805,1279034.3561,1238425,49901
5297,10,8,0,18,12,10,0,22,40,29,
5413,7290,7934,30219.95,45443.95,8885,7899,30219.95,47003.95,92447.9,91825,
4525,49481,78954,16804.87,145239.87,48457,79326,16804.87,144587.87,289827.74,302247,
2766,596,2098,25.75,2719.75,947,2101,25.75,3073.75,5793.5,5110,
5033,125436.5,199509,113258.43,438203.93,115468.5,193791,113258.43,422517.93,860721.86,902190,44560
6901,14579,23944,27097.69,65620.69,12382,23710,27097.69,63189.69,128810.38,124558,
4436,162,339,0,501,228,333,0,561,1062,1093,3755
7055,33191,67547,35457.095,136195.095,36533,68715,35457.095,140705.095,276900.19,277744,
3099,700.2832,401,614.673728,1715.956928,2518.4711,405,614.673728,3538.144828,5254.101756,6597,
6000,18701.0217,8203.2387,34850.79878,61755.05918,13718.3268,8102.2387,34850.79878,56671.36428,118426.42346,129849,
9317,14270,10647,13683.795,38600.795,16577,11701,13683.795,41961.795,80562.59,78009,
8057,26479,38439,34618.325,99536.325,27177,38468,34618.325,100263.325,199799.65,188869,
1994,2283,324,2741.525,5348.525,2608,315,2741.525,5664.525,11013.05,7108,
4878,97052,30784,35199.27,163035.27,103257,31135,35199.27,169591.27,332626.54,278393,25567
6616,4794,836,1694.215,7324.215,5037,827,1694.215,7558.215,14882.43,12502,
9994,68055,43799,35549.755,147403.755,65768,43808,35549.755,145125.755,292529.51,244174,
9967,8438,9818,4509.655,22765.655,11946,9818,4509.655,26273.655,49039.31,42297,
9757,34083,27660,26477.385,88220.385,30546,27659,26477.385,84682.385,172902.77,130903,
9993,45478,34807,29311.415,109596.415,41607,34806,29311.415,105724.415,215320.83,178304,
1040,17251,8090,869.765,26210.765,17005,8071,869.765,25945.765,52156.53,49832,
1212,26539,36116,1285.98,63940.98,29330,36282,1285.98,66897.98,130838.96,115768,
1691,4694,2745,2369.43,9808.43,5300,2784,2369.43,10453.43,20261.86,22904,
8681,310,20,0,330,258,20,0,278,608,601,
9906,16515,10550,3981.77,31046.77,17380,10563,3981.77,31924.77,62971.54,47163,
7027,2319,1979,5665.155,9963.155,2103,2488,5665.155,10256.155,20219.31,19815,
9866,109983,91055,109939.15,310977.15,122967,91049,109939.15,323955.15,634932.3,571179,150139
9868,63916,63859,28148.765,155923.765,67778,63854,28148.765,159780.765,315704.53,276104,
9622,20203,16183,8532.175,44918.175,27637,16183,8532.175,52352.175,97270.35,89106,
9490,16713,159319,3428.64,179460.64,16877,155929,3428.64,176234.64,355695.28,333800,312
5034,4745,6806,10231.035,21782.035,6006,7073,10231.035,23310.035,45092.07,35107,
9397,8090,63100,69552.79,140742.79,8652,69334,69552.79,147538.79,288281.58,266142,
8713,61249.5,127810,41360.41,230419.91,69695.5,116275,41360.41,227330.91,457750.82,399451,
5944,2138,2052,2378.375,6568.375,2252,2062,2378.375,6692.375,13260.75,10611,
8682,166,20,0,186,185,20,0,205,391,463,
9039,164592,495340,100030.595,759962.595,161250,493482,100030.595,754762.595,1514725.19,1437519,31818
9186,83635,103469,114706.875,301810.875,90368,97168,114706.875,302242.875,604053.75,569116,
9187,28194,29377,45749.235,103320.235,27782,29583,45749.235,103114.235,206434.47,195495,
8763,2264,6745,186.3,9195.3,2801,7156,186.3,10143.3,19338.6,18810,
9492,10693,9386,7786.945,27865.945,14116,9384,7786.945,31286.945,59152.89,59457,
8642,193,10,0,203,144,10,0,154,357,299,
7744,18,30,0,48,51,32,0,83,131,82,
5102,4479,2396,25576.73,32451.73,6076,2536,25576.73,34188.73,66640.46,61127,
7745,238743,521768,109576.255,870087.255,241215,518922,109576.255,869713.255,1739800.51,1649935,5322
5282,65151,102968,136974.435,305093.435,62379,101382,136974.435,300735.435,605828.87,580082,
8905,85568,53021,29552.96,168141.96,83803,53233,29552.96,166588.96,334730.92,269263,
4455,1210,3392,1313.25,5915.25,1628,3361,1313.25,6302.25,12217.5,14430,
7916,14616,9074,5402.7,29092.7,16660,9083,5402.7,31145.7,60238.4,54555,
3190,763633.1674,717131.6231,1732987.8978,3213752.6883,336540.901,713591.1558,1732987.8978,2783119.9546,5996872.6428,6307360,40810
2292,50802,43421,16603.585,110826.585,48361,43148,16603.585,108112.585,218939.17,220192,11409
5694,70576,61002,61517.435,193095.435,63117,61994,61517.435,186628.435,379723.87,362528,
5584,310630.3528,284091.8239,790969.64107,1385691.81777,295477.7869,283914.8512,790969.64107,1370362.27917,2756054.0969,2855681,
5414,17423,14186,95665.065,127274.065,17710,14465,95665.065,127840.065,255114.13,226154,
4520,3798,9606,3907.13,17311.13,4587,9869,3907.13,18363.13,35674.26,32572,
7746,99,282,709.85,1090.85,253,271,709.85,1233.85,2324.7,1552,
5355,1424094.3515,1937722.9454,4247078.8903,7608896.1872,1534551.2209,2007597.0422,4247078.8903,7789227.1534,15398123.341,14739621,4252689
2949,25024,36123,16489.245,77636.245,22753,41956,16489.245,81198.245,158834.49,124511,
5358,87409.2447,77008.402,190754.88056,355172.52726,102082.8907,77468.4279,190754.88056,370306.19916,725478.72643,719334,
5234,2706,1966,3823.11,8495.11,3116,2093,3823.11,9032.11,17527.22,18091,
8472,34244,28097,21011.955,83352.955,30716,27747,21011.955,79474.955,162827.91,157230,
5486,91290.9994,151095,303634.77723,546020.77663,100097.9996,149067,303634.77723,552799.77683,1098820.5535,1073934,
9793,137011,94155,133547.025,364713.025,137730,94115,133547.025,365392.025,730105.05,696940,
5134,6063,8330,32231.635,46624.635,10749,8087,32231.635,51067.635,97692.27,81576,
7471,44145,43656,65393.345,153194.345,37520,43701,65393.345,146614.345,299808.69,298925,
5283,21124,32850,96015.905,149989.905,31662,33076,96015.905,160753.905,310743.81,302534,
5448,166690,727359,642970.835,1537019.835,184738,715986,642970.835,1543694.835,3080714.67,3065020,6238
3795,24349,30538,21884.145,76771.145,25567,30525,21884.145,77976.145,154747.29,154055,
9894,57523,35977,47328.71,140828.71,59313,35992,47328.71,142633.71,283462.42,255676,
2128,34786,37187,300.6,72273.6,34038,37194,300.6,71532.6,143806.2,131799,
5899,167552,210624,207895.31,586071.31,161065,214052,207895.31,583012.31,1169083.62,1163609,108216
8114,445,57,415.675,917.675,419,58,415.675,892.675,1810.35,1499,
2950,11292,16327,7906.31,35525.31,10531,17571,7906.31,36008.31,71533.62,65119,
7370,530,127,1181.575,1838.575,575,119,1181.575,1875.575,3714.15,2358,
2227,11316,10012,451.795,21779.795,10587,9071,451.795,20109.795,41889.59,35314,
2824,7193,15165,419.41,22777.41,7858,15341,419.41,23618.41,46395.82,44109,
5056,30656.4459,35807.1347,121949.01966,188412.60026,25321.2436,38503.1347,121949.01966,185773.39796,374185.99821,355687,
5473,27411,41273,55819.205,124503.205,34007,44108,55819.205,133934.205,258437.41,232060,4175
5359,10212,11901,49720.62,71833.62,6344,11727,49720.62,67791.62,139625.24,103298,2849
2169,7340,9466,532.625,17338.625,7457,8769,532.625,16758.625,34097.25,22948,4623
9395,80868,20896,72830.045,174594.045,80072,25826,72830.045,178728.045,353322.09,295263,
9328,1757556.5,3801846,1670786.11,7230188.61,1798932.5,3945115,1670786.11,7414833.61,14645022.22,14219772,606855
6941,88335.0818,93796.2382,282524.51121,464655.83121,84868.5256,93458.2382,282524.51121,460851.27501,925507.10622,1152519,9842
5642,30148,32572,63380.77,126100.77,28940,32646,63380.77,124966.77,251067.54,264042,5604
5822,2921,4154,702.15,7777.15,3366,4164,702.15,8232.15,16009.3,14152,
5669,217194,286833,251381.2488,755408.2488,217260,283050,251381.2488,751691.2488,1507099.4976,1475611,
7918,580,934,5193.83,6707.83,710,934,5193.83,6837.83,13545.66,11818,
5246,123509.5712,174659.8727,710740.02721,1008909.47111,162514.6245,174618.8762,710740.02721,1047873.52791,2056782.999,2005980,121576
8977,31671,82427,9640.28,123738.28,31718,80883,9640.28,122241.28,245979.56,225516,
2121,39459,60356,5691.165,105506.165,43287,60521,5691.165,109499.165,215005.33,218083,821
5049,39555.3321,49031.0252,234565.95605,323152.31335,32379.539,53033.0252,234565.95605,319978.52025,643130.8336,616022,
5135,70693,77183,300602,448478,63521,76902,300602,441025,889503,891429,
7349,10184,1896,4400.42,16480.42,11996,1909,4400.42,18305.42,34785.84,28663,
6667,19452,26760,4130.1,50342.1,22289,26000,4130.1,52419.1,102761.2,126890,
6832,17080,16689,58261.855,92030.855,18661,17355,58261.855,94277.855,186308.71,192377,
1542,147691.536,280155.124,466801.66988,894648.32988,161499.784,292301.124,466801.66988,920602.57788,1815250.9078,1743991,
5103,162629.3195,149769.1481,563237.99347,875636.46107,142540.5787,149782.1481,563237.99347,855560.72027,1731197.1813,1772870,
6238,114,4,292.405,410.405,153,4,292.405,449.405,859.81,1310,
7068,156239,212440,269304.23,637983.23,158860,212577,269304.23,640741.23,1278724.46,1255362,213690
7473,4862.0879,1992.7859,7473.0884415,14327.9622415,7706.6931,2014.7859,7473.0884415,17194.5674415,31522.529683,31677,
5257,34883,45157,51006.4,131046.4,39121,45469,51006.4,135596.4,266642.8,251271,
6010,67154,64997.2,222434.935,354586.135,48513,63935.2,222434.935,334883.135,689469.27,688423,2914
6815,59030.8525,59053.7298,159967.81782,278052.40012,72541.5126,59318.7298,159967.81782,291828.06022,569880.46033,595997,
6959,127520.1895,128578.876,335252.75102,591351.81652,133908.6981,131047.6197,335252.75102,600209.06882,1191560.8853,1262826,
2747,2251,2637,79.9,4967.9,2233,2744,79.9,5056.9,10024.8,9158,
5360,420390.5092,450586.2835,760066.30106,1631043.09376,439265.2367,450430.2833,760066.30106,1649761.82106,3280804.9148,3269185,175856
5361,5088,5899,13542.93,24529.93,5902,5926,13542.93,25370.93,49900.86,44338,
1041,71704,68972,7745.155,148421.155,73897,69022,7745.155,150664.155,299085.31,267234,
5459,4174,4859,21112.515,30145.515,4647,4934,21112.515,30693.515,60839.03,35428,
5104,46683.3839,39233.259,139402.02516,225318.66806,42570.2791,39774.259,139402.02516,221746.56326,447065.23132,431507,
5558,90056,106594,206885.605,403535.605,101238,106462,206885.605,414585.605,818121.21,809126,
6004,21237.8944,8263.1092,29531.763711,59032.767311,18897.4213,8218.0598,29531.763711,56647.244811,115680.01212,118145,
5217,13058,24811,72754.46,110623.46,15653,23840,72754.46,112247.46,222870.92,217692,
1294,110,76,10.3,196.3,207,83,10.3,300.3,496.6,1798,
1444,2857227.87,6050840.6,4454079.9992,13362148.4692,3201564.76,6149036.18,4454079.9992,13804680.9392,27166829.409,26256193,1769401
2080,12368,5097,3212.165,20677.165,13974,5094,3212.165,22280.165,42957.33,37687,
4740,31537,65784,20270.7,117591.7,34636,66759,20270.7,121665.7,239257.4,269474,131
5415,40064,29103,101369.645,170536.645,48247,29175,101369.645,178791.645,349328.29,373598,
5586,76508,64320,221066.825,361894.825,79024,64520,221066.825,364610.825,726505.65,705082,
5755,162856,265745,126113.025,554714.025,135763,264581,126113.025,526457.025,1081171.05,1045697,26646
3410,229425,561073,60658.35,851156.35,229285,556328,60658.35,846271.35,1697427.7,1632285,417684
3414,17370,15132,6809.105,39311.105,15663,15181,6809.105,37653.105,76964.21,64295,
9914,123664,126779,66773.09,317216.09,121979,126962,66773.09,315714.09,632930.18,499226,
5756,85923,167980,48765.705,302668.705,92075,167942,48765.705,308782.705,611451.41,623832,
5760,1828,2373,516.925,4717.925,2652,2368,516.925,5536.925,10254.85,10583,
5065,8610,10295,46883.91,65788.91,11926,10316,46883.91,69125.91,134914.82,131424,
2951,7155,14370,5432.875,26957.875,6251,17858,5432.875,29541.875,56499.75,56299,
4416,3779,10674,1379.77,15832.77,4789,10675,1379.77,16843.77,32676.54,37910,
2780,1769,1600,514.145,3883.145,1373,2175,514.145,4062.145,7945.29,6488,
9452,7144,5489,2923.26,15556.26,8595,5493,2923.26,17011.26,32567.52,30167,
3873,3151,2246,2862.275,8259.275,3818,2250,2862.275,8930.275,17189.55,18063,
5137,65254.816,42206.8808,273933.07551,381394.77231,61371.9652,42298.8808,273933.07551,377603.92151,758998.69382,737996,
9930,135876,202056,116525.31,454457.31,166016,204452,116525.31,486993.31,941450.62,959451,38488
9931,69916,130310,117121.7,317347.7,45457,99956,117121.7,262534.7,579882.4,532735,1497
8726,30,25,0,55,28,25,0,53,108,124,
5337,94250,235047,100038.52,429335.52,78428,230348,100038.52,408814.52,838150.04,771095,
3508,5072,17939,197.36,23208.36,6151,17759,197.36,24107.36,47315.72,38434,
3591,11205,29262,273.2,40740.2,11101,31785,273.2,43159.2,83899.4,85859,
6875,4497,4826,32160.31,41483.31,5742,4862,32160.31,42764.31,84247.62,98787,
5900,205480,248260,196714.885,650454.885,199956,253938,196714.885,650608.885,1301063.77,1236358,131344
5521,314382,349528,538119.965,1202029.965,320225,352261,538119.965,1210605.965,2412635.93,2359794,2293
5688,210,487,139.555,836.555,247,424,139.555,810.555,1647.11,3676,
5643,75360,86021,129207.095,290588.095,76758,86204,129207.095,292169.095,582757.19,592624,
5545,149017,178092,252355.095,579464.095,152363,189113,252355.095,593831.095,1173295.19,1125562,169
5105,18682,17468,52242.03,88392.03,18795,18932,52242.03,89969.03,178361.06,178550,
2811,3084,8040,1633.325,12757.325,2450,8403,1633.325,12486.325,25243.65,21699,
9245,8947,6767,3467.775,19181.775,9221,6889,3467.775,19577.775,38759.55,36907,
5167,113613,190670,377172.11,681455.11,119874,187322,377172.11,684368.11,1365823.22,1356008,50831
5493,916,241,1375.44,2532.44,1073,236,1375.44,2684.44,5216.88,4139,
2126,71339,89852,520.075,161711.075,77248,89827,520.075,167595.075,329306.15,300552,
8637,714,217,367.415,1298.415,599,2878,367.415,3844.415,5142.83,5157,
8544,12571,16394,34.8,28999.8,12267,16348,34.8,28649.8,57649.6,52530,
7214,27577,43405,11802.67,82784.67,29905,43281,11802.67,84988.67,167773.34,156189,
5559,279441.037,292664.1421,414766.34649,986871.52559,275007.0228,290010.5792,414766.34649,979783.94849,1966655.4741,1864421,
7490,1128854.39,1112721.24,5547858.0228,7789433.6528,1296397.98,1112628.4,5547858.0228,7956884.4028,15746318.056,16086112,206136
5808,8074,14820,4892.61,27786.61,7852,14810,4892.61,27554.61,55341.22,57541,
1377,1952,4501,2661.725,9114.725,2405,4502,2661.725,9568.725,18683.45,18507,
3862,3915,5647,583.025,10145.025,4352,5648,583.025,10583.025,20728.05,21229,
8061,13136,1111,5173.135,19420.135,14696,1108,5173.135,20977.135,40397.27,41241,
4074,2259,4004,2934.525,9197.525,2649,3994,2934.525,9577.525,18775.05,17211,
4066,157,673,0,830,168,698,0,866,1696,2448,
8062,17087,25412,3377.71,45876.71,18786,25423,3377.71,47586.71,93463.42,91411,
3235,95672,17383,88935.305,201990.305,93080,17319,88935.305,199334.305,401324.61,377552,
1445,38745.9621,17417.4563,41933.349594,98096.767994,39005.1173,17343.4579,41933.349594,98281.924794,196378.69279,164097,
6119,648897.2206,663814.1711,1366003.299,2678714.6907,333687.8471,663422.4051,1366003.299,2363113.5512,5041828.242,5021634,1682061
3012,404,33,250.59,687.59,320,39,250.59,609.59,1297.18,1055,
5261,6681,7164,17346.62,31191.62,10095,7197,17346.62,34638.62,65830.24,63424,
5284,11123,16417,15517.11,43057.11,10867,17743,15517.11,44127.11,87184.22,92056,
4076,3090,9562,0,12652,2955,8266,0,11221,23873,28284,52
6351,3138,196,1080.315,4414.315,3175,208,1080.315,4463.315,8877.63,6759,
8583,24266,29328,4312.72,57906.72,24981,28888,4312.72,58181.72,116088.44,105216,88
4503,108826,117501,9533.97,235860.97,116977,117183,9533.97,243693.97,479554.94,450406,
5522,148169,191083,340019.665,679271.665,154164,196482,340019.665,690665.665,1369937.33,1262524,9053
2026,1766,812,506.3,3084.3,1950,809,506.3,3265.3,6349.6,5939,
2513,22876,48373,13457.195,84706.195,23184,48798,13457.195,85439.195,170145.39,158887,
1532,60799,157452,329337.035,547588.035,60569,164183,329337.035,554089.035,1101677.07,1088117,
2935,11124,12699,9355.415,33178.415,9494,14235,9355.415,33084.415,66262.83,64686,
2786,12385,29083,15545.465,57013.465,11583,33021,15545.465,60149.465,117162.93,114295,
5035,95835,171472,185012.73,452319.73,105981,166852,185012.73,457845.73,910165.46,876640,607
5027,8307,9983,23609.475,41899.475,7268,9750,23609.475,40627.475,82526.95,79810,
5258,9352,17180,13979.235,40511.235,10062,17166,13979.235,41207.235,81718.47,76739,68880
6876,77229.0474,105740.363,277124.50198,460093.91238,72733.457,105596.682,277124.50198,455454.64098,915548.55336,956231,
5362,189937.7326,227778.0012,596143.95843,1013859.69223,168798.8291,227995.6912,596143.95843,992938.47873,2006798.171,2033105,
2354,100164,141248,617.97,242029.97,98302,141362,617.97,240281.97,482311.94,424875,
8638,14471,29944,4652.75,49067.75,15455,29969,4652.75,50076.75,99144.5,94943,
8639,518,246,0,764,488,245,0,733,1497,1674,
9675,17983,16061,13045.205,47089.205,17356,16060,13045.205,46461.205,93550.41,83544,
8827,30337,32702,0,63039,21106,31272,0,52378,115417,114211,217
1042,53093,64810,1573.425,119476.425,49079,64876,1573.425,115528.425,235004.85,224861,
2046,2861,4172,443.95,7476.95,3128,4347,443.95,7918.95,15395.9,15616,
7029,5576,6280,13024.645,24880.645,9722,6461,13024.645,29207.645,54088.29,53538,
5218,4735,7862,31596.33,44193.33,5281,8295,31596.33,45172.33,89365.66,86693,
5509,237906,281596,133768.725,653270.725,216082,286009,133768.725,635859.725,1289130.45,1246101,34074
2355,55577,73543,786.355,129906.355,62142,73580,786.355,136508.355,266414.71,249567,
3344,4705,3177,2368.245,10250.245,4995,3166,2368.245,10529.245,20779.49,20711,
5683,41725,30889,27116.385,99730.385,37970,33175,27116.385,98261.385,197991.77,181097,
6854,14074,33948,39963.53,87985.53,13144,34721,39963.53,87828.53,175814.06,183631,
8556,58559,37036,33289.985,128884.985,61946,36986,33289.985,132221.985,261106.97,229912,
2284,14887,15184,6130.63,36201.63,19458,15238,6130.63,40826.63,77028.26,74245,
5707,14706,23396,8128.245,46230.245,15545,23504,8128.245,47177.245,93407.49,92126,
5587,25779.1792,25413,72833.613962,124025.793162,23872.5496,25382,72833.613962,122088.163562,246113.95672,254498,
2952,1752,3784,1408.84,6944.84,1786,3806,1408.84,7000.84,13945.68,11969,
3144,17552,15211,50885.055,83648.055,18304,17920,50885.055,87109.055,170757.11,157562,
6465,6,3,0,9,9,3,0,12,21,21,58
6424,28109,27027,10143.41,65279.41,30240,27084,10143.41,67467.41,132746.82,120891,30
9971,1418.5,957,533.615,2909.115,1543.5,954,533.615,3031.115,5940.23,4824,
8474,107903,70874,54892.69,233669.69,104285,70664,54892.69,229841.69,463511.38,439779,
2654,17356,531,542.57,18429.57,17646,531,542.57,18719.57,37149.14,25057,
9904,65594,51372,64753.34,181719.34,67791,51375,64753.34,183919.34,365638.68,333976,
9979,37178,27064,23304.425,87546.425,37061,27057,23304.425,87422.425,174968.85,150657,
2104,3911,1480,66.195,5457.195,5177,1486,66.195,6729.195,12186.39,12496,
1559,9508,10830,17847.665,38185.665,9306,12315,17847.665,39468.665,77654.33,81113,
2228,49773,56587,1123.875,107483.875,57073,56566,1123.875,114762.875,222246.75,190778,
2335,38810,24689,4150.715,67649.715,37329,24670,4150.715,66149.715,133799.43,124319,
9723,12151,10278,7345.345,29774.345,12563,10276,7345.345,30184.345,59958.69,,
4148,121,430,0,551,135,446,0,581,1132,1440,
3961,3178,3964,225.35,7367.35,3181,3965,225.35,7371.35,14738.7,15512,
8640,6377,844,0,7221,2035,215,0,2250,9471,7092,
2397,5274,12064,6239.82,23577.82,5880,11902,6239.82,24021.82,47599.64,34989,
2953,28819,36509,21778.195,87106.195,22305,42625,21778.195,86708.195,173814.39,151681,
5416,2260627,1596648,538644.9,4395919.9,2173599,1477003,538644.9,4189246.9,8585166.8,7976619,904561
8641,364,184,0,548,290,180,0,470,1018,1108,
3051,96599,145792,170008.975,412399.975,100326,146073,170008.975,416407.975,828807.95,953108,11522
6877,155414.7668,129778,556467.15887,841659.92567,142694.3618,129842,556467.15887,829003.52067,1670663.4463,1689192,6930
9794,42157,37003,36878.375,116038.375,54755,36995,36878.375,128628.375,244666.75,223517,
2655,4100,554,174.84,4828.84,4687,558,174.84,5419.84,10248.68,9787,
8117,12008,11511,9522.77,33041.77,12535,11503,9522.77,33560.77,66602.54,64843,237
4022,1007,1469,648.5,3124.5,1095,1467,648.5,3210.5,6335,8997,
5796,43485,92334,43825.585,179644.585,39927,97732,43825.585,181484.585,361129.17,359176,
5169,214322,320367,481017.05,1015706.05,223619,312692,481017.05,1017328.05,2033034.1,1985141,325786
5363,114435.2018,115845.5611,347241.03044,577521.79334,93350.5367,115633.5611,347241.03044,556225.12824,1133746.9216,1077284,
9501,29886,17792,6147.16,53825.16,28654,17791,6147.16,52592.16,106417.32,99242,
7921,625,1058,11727.1,13410.1,697,1053,11727.1,13477.1,26887.2,28071,
2454,1033,21,10.3,1064.3,1079,21,10.3,1110.3,2174.6,4791,
9813,4630234.5,5693340,3959467.23,14283041.73,5019743.5,6117414,3959467.23,15096624.73,29379666.46,27006323,1282364
9950,902940,965858,531572.765,2400370.765,181571,621224,531572.765,1334367.765,3734738.53,3730904,3708149
2301,4191,4293,6626.605,15110.605,3881,5132,6626.605,15639.605,30750.21,28462,
8715,3729.5,5911,1917.705,11558.205,4842.5,6318,1917.705,13078.205,24636.41,21828,
8828,1040,1118,0,2158,1307,1119,0,2426,4584,3853,
9503,43740,35721,42132.405,121593.405,52275,35726,42132.405,130133.405,251726.81,231302,
9301,7900,9557,5618.515,23075.515,9329,9638,5618.515,24585.515,47661.03,46906,
2895,55258,136649,42049.88,233956.88,52037,137617,42049.88,231703.88,465660.76,429617,
4760,148855,238269,54094.8,441218.8,142581,237813,54094.8,434488.8,875707.6,809913,58942
5338,4713,10786,8584.72,24083.72,4987,11086,8584.72,24657.72,48741.44,44734,
4457,19245,47834,4759.81,71838.81,20343,48269,4759.81,73371.81,145210.62,140968,
5629,130644,120863,253080.035,504587.035,135869,121359,253080.035,510308.035,1014895.07,951723,
2948,5838,12385,6154.165,24377.165,5574,14664,6154.165,26392.165,50769.33,46098,
5474,8726,11435,13711.945,33872.945,9910,11790,13711.945,35411.945,69284.89,58377,
8284,8265,14001,2698.395,24964.395,9172,13780,2698.395,25650.395,50614.79,49420,
9096,31,7,0,38,20,7,0,27,65,30,
8643,1335,296,30.9,1661.9,5301,435,30.9,5766.9,7428.8,7530,
5298,3370,7324,3438.42,14132.42,3459,7938,3438.42,14835.42,28967.84,27136,
6878,97163.9069,106870.2124,328308.60291,532342.72221,100820.833,108947.2124,328308.60291,538076.64831,1070419.3705,1155770,
8025,46921,54941,20238.03,122100.03,44971,54901,20238.03,120110.03,242210.06,242910,1120
1220,4940,3446,1480.295,9866.295,5085,3444,1480.295,10009.295,19875.59,23489,
