" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits",Interchanges
9107,13009,28625,18884,60518,14546,28648,18884,62078,122596,
2279,19017,25430,4946,49393,19149,25888,4946,49983,99376,
2280,6344,11208,1589,19141,6174,12918,1589,20681,39822,
5927,5218,6827,3586,15631,5917,7146,3586,16649,32280,
6200,2200,1153,929.5,4282.5,2045,1252,929.5,4226.5,8509,
1658,52882,116956,24157,193995,54590,117098,24157,195845,389840,5950
7008,40201,46109,5090,91400,42799,46386,5090,94275,185675,393
9791,21455,15307,11256,48018,24329,15670,11256,51255,99273,
6913,67550.795,58891.366,169067.3355,295509.4965,43421.059,58750.387,169067.3355,271238.7815,566748.278,
1395,37311,59421,138884,235616,31145,67978,138884,238007,473623,
1179,26937,21548,574,49059,22279,21568,574,44421,93480,
4409,598,778,0,1376,683,807,0,1490,2866,
5324,4420,6695,18194.5,29309.5,4489,7242,18194.5,29925.5,59235,
2946,18945,82045,19662.5,120652.5,16747,81919,19662.5,118328.5,238981,
5689,38297,43553,67048,148898,40635,46055,67048,153738,302636,
4124,196,132,0,328,234,142,0,376,704,
3811,46343,54214,40449,141006,48531,54228,40449,143208,284214,
2536,13340,719,224.5,14283.5,13793,718,224.5,14735.5,29019,
3812,72620,136988,73574.5,283182.5,78379,137238,73574.5,289191.5,572374,
4412,4367,6535,124,11026,4291,6709,124,11124,22150,
3680,8520,11658,5063.5,25241.5,10208,11671,5063.5,26942.5,52184,
1439,15652.766,20983.752,45715.235,82351.753,33333.917,22172.12,45715.235,101221.272,183573.025,
3562,5271,5411,1411.5,12093.5,5218,5410,1411.5,12039.5,24133,
3238,10357,11894,5166,27417,11089,11910,5166,28165,55582,
5682,57113,83277,41829,182219,57020,90088,41829,188937,371156,
3504,26574,28633,1159,56366,25841,28697,1159,55697,112063,
7022,441023,1303502,597871,2342396,420667,1318701,597871,2337239,4679635,247598
6962,979.968,2366.847,32194.0315,35540.8465,4215.323,2389.768,32194.0315,38799.1225,74339.969,
9768,89480,65227,87492.5,242199.5,107083,65311,87492.5,259886.5,502086,8111
1440,60223.134,100241.35,290063.488,450527.972,85575.396,94350.485,290063.488,469989.369,920517.341,2412
9878,9162,7418,6981,23561,10913,7420,6981,25314,48875,
1129,11579,14637,1255,27471,11783,14648,1255,27686,55157,
6963,842.248,1207.363,3619.141,5668.752,5520.19,2250.36,3619.141,11389.691,17058.443,
1016,18774,31257,451,50482,23249,31584,451,55284,105766,
5142,203654,74877,1893295.5,2171826.5,13747,37006,1893295.5,1944048.5,4115875,124158
1441,22282.538,26312.591,69570.8805,118166.0095,20714.904,26408.212,69570.8805,116693.9965,234860.006,
5164,37937,124491,52918.5,215346.5,17873,86702,52918.5,157493.5,372840,215040
5007,154387,426517,227715,808619,170597,464091,227715,862403,1671022,22327
7292,3175,3180,322,6677,3685,3178,322,7185,13862,
2186,8883,5333,3973,18189,17458,5346,3973,26777,44966,
3542,10281,6946,386.5,17613.5,13464,6946,386.5,20796.5,38410,
9112,5289,6029,1630,12948,4287,6040,1630,11957,24905,
3815,23728,16708,21898,62334,22569,16715,21898,61182,123516,
3820,46915,33251,47236,127402,52611,33304,47236,133151,260553,
3899,797444,1938263,492397,3228104,810591,1926735,492397,3229723,6457827,334107
3900,238735,271749,233221.5,743705.5,192426,271355,233221.5,697002.5,1440708,175192
9624,19136,11880,12206,43222,21289,12162,12206,45657,88879,
9969,22570,18433,48466.5,89469.5,25442,18433,48466.5,92341.5,181811,
9877,8231,8173,2340,18744,10011,8195,2340,20546,39290,
1964,11673,7846,2722.5,22241.5,11845,7862,2722.5,22429.5,44671,
2118,143800,335156,63304,542260,139009,333060,63304,535373,1077633,179196
6201,4252,3009,1114,8375,4325,3341,1114,8780,17155,
9702,35714,29349,39690.5,104753.5,38836,29366,39690.5,107892.5,212646,
4068,38575,74339,16287,129201,37732,74001,16287,128020,257221,5719
9769,12625,9486,4039.5,26150.5,15384,9588,4039.5,29011.5,55162,
2640,19699,28808,6811.5,55318.5,21672,29155,6811.5,57638.5,112957,6592
9028,17268,20907,3386.5,41561.5,16884,20927,3386.5,41197.5,82759,
9897,33603,20156,9848.5,63607.5,36402,20156,9848.5,66406.5,130014,
1442,38736,76940,60537,176213,22436,88026,60537,170999,347212,
8621,641,545,0,1186,698,548,0,1246,2432,
5405,51636.111,94610.174,206895.6925,353141.9775,35145.447,100790.174,206895.6925,342831.3135,695973.291,
5406,45634.563,68072.176,196330.976,310037.715,38802.361,68116.176,196330.976,303249.513,613287.228,
9704,1601,882,1238.5,3721.5,1411,867,1238.5,3516.5,7238,7428
9680,11859,10047,6908,28814,12748,10245,6908,29901,58715,
3098,3978.012,2830,15374.58,22182.592,2046.192,5022.144,15374.58,22442.916,44625.508,
5703,19843,51615,6024,77482,19683,50639,6024,76346,153828,6919
8359,53109,69709,2068.5,124886.5,54929,66941,2068.5,123938.5,248825,3290
2919,8187,14487,6318,28992,8514,16403,6318,31235,60227,
7914,1265,1483,9843.5,12591.5,1400,1487,9843.5,12730.5,25322,
5351,47761,85366,124703,257830,46531,86237,124703,257471,515301,
5077,70989.568,86048.554,253776.855,410814.977,97320.894,87855.544,253776.855,438953.293,849768.27,18377
5047,72701.605,96650.366,344610.1415,513962.1125,22648.374,95315.293,344610.1415,462573.8085,976535.921,95147
9795,69587,43308,54895.5,167790.5,75084,43825,54895.5,173804.5,341595,2611
8232,7243,5202,3780,16225,7243,5404,3780,16427,32652,
3568,801,352,0,1153,698,352,0,1050,2203,
2425,5251,296,30.5,5577.5,5822,296,30.5,6148.5,11726,
6874,121098.339,115481.444,548017.0215,784596.8045,98730.157,118138.917,548017.0215,764886.0955,1549482.9,
7447,46019,90984,148914,285917,63631,91085,148914,303630,589547,
7469,59739,70930,258110,388779,57398,71078,258110,386586,775365,
2762,3736,13090,1267,18093,4378,13854,1267,19499,37592,
5820,223,182,22.5,427.5,218,182,22.5,422.5,850,
6664,28490,43193,8483,80166,31252,42586,8483,82321,162487,
7051,758,4143,6300.5,11201.5,779,4189,6300.5,11268.5,22470,
5097,5488,10428,12862,28778,5349,11995,12862,30206,58984,
9911,343071,232621,397807,973499,380241,232688,397807,1010736,1984235,
5143,759097,672311,1118277,2549685,196821,485190,1118277,1800288,4349973,1205977
3004,27654,60559,31921,120134,27842,62236,31921,121999,242133,
5144,87861.999,161682.936,286164.6045,535709.5395,72948.675,162778.738,286164.6045,521892.0175,1057601.557,19596
5008,5798,6983,5904.5,18685.5,6460,7060,5904.5,19424.5,38110,
2947,4115,3831,1884,9830,2935,4729,1884,9548,19378,
5199,253001,462851,712736.5,1428588.5,232359,488487,712736.5,1433582.5,2862171,28359
7792,466,148,237,851,510,150,237,897,1748,
2870,60291,103116,37587.5,200994.5,59031,109326,37587.5,205944.5,406939,1405
5352,55975.247,81613.24,174763.4735,312351.9605,52860.831,84793.379,174763.4735,312417.6835,624769.644,
1372,4990,11606,23245,39841,3374,15011,23245,41630,81471,
2764,4817,5728,1069,11614,5552,5750,1069,12371,23985,
6836,320858,827097,1689547.5,2837502.5,322440,835788,1689547.5,2847775.5,5685278,32671
5098,35435.025,22063.079,245368.922,302867.026,25360,28275.079,245368.922,299004.001,601871.027,
4731,94570,265429,37975,397974,98137,264639,37975,400751,798725,86376
3774,16473,24410,5999,46882,18322,24592,5999,48913,95795,
2573,5345,4549,2055,11949,5956,4537,2055,12548,24497,
5553,42394,44461,117904,204759,46319,44843,117904,209066,413825,
6814,128807,125182,353582,607571,112963,126060,353582,592605,1200176,66542
5582,23601.015,41906.66,75472.6815,140980.3565,13560.182,42016.664,75472.6815,131049.5275,272029.884,
5554,21364.456,63984.105,33690.567,119039.128,24624.493,65091.498,33690.567,123406.558,242445.686,
2412,285972,710244,99560.5,1095776.5,301724,710519,99560.5,1111803.5,2207580,280372
1130,47402,47207,2760.5,97369.5,47559,47189,2760.5,97508.5,194878,
6615,143285,230013,45190.5,418488.5,148005,229807,45190.5,423002.5,841491,49876
7736,31515,9621,11297,52433,28635,9621,11297,49553,101986,
5200,7435,12536,35785,55756,7854,13665,35785,57304,113060,
5840,583,536,160.5,1279.5,637,538,160.5,1335.5,2615,
5255,181114,369294,252918,803326,168602,371918,252918,793438,1596764,2872
5009,3051,4986,2630.5,10667.5,3743,5330,2630.5,11703.5,22371,
5296,2338,1615,2862.5,6815.5,2504,1782,2862.5,7148.5,13964,
6914,100251.34,104641.927,326785.953,531679.22,80560.27,105019.963,326785.953,512366.186,1044045.406,
2823,8169,9699,4996,22864,9089,9719,4996,23804,46668,2842
3267,142289,227160,135965,505414,143955,230811,135965,510731,1016145,1027
5353,6078,7253,30680,44011,4516,8487,30680,43683,87694,
4449,3452,9100,1702,14254,4827,9451,1702,15980,30234,
5099,81826.803,77168.467,261196.659,420191.929,72937.007,77982.47,261196.659,412116.136,832308.065,
5583,49526.897,28438.492,64646.908,142612.297,50224.393,29489.797,64646.908,144361.098,286973.395,
3031,24656,37241,43894,105791,26415,38536,43894,108845,214636,
2745,114371,72643,60422,247436,116588,73241,60422,250251,497687,
5879,38089,77804,43421,159314,37676,78472,43421,159569,318883,
5319,7930,18384,20150,46464,7352,19719,20150,47221,93685,
2556,7208,4750,1820,13778,7368,4770,1820,13958,27736,
8233,10821,2023,9769.5,22613.5,11652,2047,9769.5,23468.5,46082,706
4365,11556,23712,9041,44309,13751,23747,9041,46539,90848,
3785,230,192,0,422,188,191,0,379,801,
5121,349685,1759312,4112522,6221519,408256,1753109,4112522,6273887,12495406,2167
6850,19170,173015,121236.5,313421.5,15827,176738,121236.5,313801.5,627223,
5555,17021,20055,40515,77591,13135,24486,40515,78136,155727,
2653,2823,636,173.5,3632.5,2392,637,173.5,3202.5,6835,
5301,24326.059,4580.074,18509.0375,47415.1705,29160.406,4565.074,18509.0375,52234.5175,99649.688,
5595,1201994.294,1894612.244,4474988.945,7571595.483,1551579.898,1945759.193,4474988.945,7972328.036,15543923.519,4187692
6926,40618.937,85051.194,253950.6185,379620.7495,35763.226,89404.395,253950.6185,379118.2395,758738.989,2302
4069,659,858,22.5,1539.5,750,861,22.5,1633.5,3173,
9792,76955,66390,69270,212615,84607,67049,69270,220926,433541,
4593,1274,172,240,1686,1431,166,240,1837,3523,
5556,45298,71180,124117.5,240595.5,35306,81645,124117.5,241068.5,481664,
6274,34262,59691,2434,96387,33794,59853,2434,96081,192468,
9718,9264,7279,2903.5,19446.5,11661,7307,2903.5,21871.5,41318,
2795,6,16,22.5,44.5,20,39,22.5,81.5,126,
3202,27734,2896,14117,44747,31484,2903,14117,48504,93251,
2574,22906,41762,6707,71375,17898,42251,6707,66856,138231,
5048,53378.015,57116.581,200482.125,310976.721,43195.089,57450.581,200482.125,301127.795,612104.516,2536
4070,1776,2195,226,4197,1964,2191,226,4381,8578,
9855,55783,60219,110190,226192,69130,60233,110190,239553,465745,
9747,13227,8498,3217.5,24942.5,17611,8519,3217.5,29347.5,54290,
9752,61521,58129,68358,188008,62563,58118,68358,189039,377047,
9762,38586,31810,24571.5,94967.5,38065,31810,24571.5,94446.5,189414,
5557,48833,80282,118760,247875,43928,92533,118760,255221,503096,
4616,4811,3788,7848,16447,5388,3831,7848,17067,33514,
3828,22401,27170,17633.5,67204.5,24908,27191,17633.5,69732.5,136937,
6861,124062,704150,925888,1754100,118689,727000,925888,1771577,3525677,164483
6853,12735,37089,27628.5,77452.5,1846,31341,27628.5,60815.5,138268,
6349,8256,271,2375.5,10902.5,8461,281,2375.5,11117.5,22020,
5457,9630,14740,15106.5,39476.5,10399,15671,15106.5,41176.5,80653,
2562,11814,16367,3796.5,31977.5,11816,16415,3796.5,32027.5,64005,
4876,9048,8533,2154.5,19735.5,11324,8717,2154.5,22195.5,41931,
2451,30552,87308,16812.5,134672.5,28451,87126,16812.5,132389.5,267062,3753
3005,421,110,200,731,359,114,200,673,1404,
7515,488,614,963.5,2065.5,442,614,963.5,2019.5,4085,
1227,22062,16384,14790,53236,22780,16420,14790,53990,107226,
6488,9178,20327,2499.5,32004.5,9383,19985,2499.5,31867.5,63872,
8708,670,630,0,1300,1201,644,0,1845,3145,
8470,21961,5203,17046.5,44210.5,23491,5247,17046.5,45784.5,89995,
3624,65399,215356,430,281185,59918,174739,430,235087,516272,
2486,2000,3641,750.5,6391.5,2605,3791,750.5,7146.5,13538,
5458,7715,20507,9573,37795,7545,20705,9573,37823,75618,
3019,21545,33142,38267.5,92954.5,21995,36077,38267.5,96339.5,189294,
5336,1411,1106,8797,11314,1160,1404,8797,11361,22675,
3570,14,4,0,18,9,5,0,14,32,
5821,122,146,1153,1421,298,146,1153,1597,3018,
7504,7326,14138,2886,24350,9336,14140,2886,26362,50712,
9627,33101,20779,17752,71632,31840,21033,17752,70625,142257,
2049,1756,349,1282,3387,1657,348,1282,3287,6674,
8824,416,161,0,577,533,161,0,694,1271,
8825,4130,1313,0,5443,5219,1332,0,6551,11994,
3905,24864,20420,14579,59863,21464,20434,14579,56477,116340,
1143,18043,31888,245.5,50176.5,19584,31851,245.5,51680.5,101857,
4617,10251,16894,1833,28978,11680,16364,1833,29877,58855,
5896,93978,126542,51969.5,272489.5,90363,125342,51969.5,267674.5,540164,
8056,36239,47558,45930,129727,40268,48669,45930,134867,264594,
8505,5227,3462,410.5,9099.5,6147,3109,410.5,9666.5,18766,
5408,53474.942,121767.808,271210.8595,446453.6095,42661.379,156355.029,271210.8595,470227.2675,916680.877,
1030,362450,709155,97695,1169300,361664,704201,97695,1163560,2332860,215653
5409,375,1111,2029.5,3515.5,382,1476,2029.5,3887.5,7403,
9185,13111,22337,10380.5,45828.5,14971,22350,10380.5,47701.5,93530,
4639,39440,46257,8046,93743,37169,48404,8046,93619,187362,
9970,13755,18367,38784,70906,13252,18915,38784,70951,141857,
7579,8764,1944,3953.5,14661.5,8045,1954,3953.5,13952.5,28614,
3634,7754,14441,3922.5,26117.5,8527,14529,3922.5,26978.5,53096,2656
5484,116360,375979,222754.5,715093.5,130215,373379,222754.5,726348.5,1441442,1727
5100,49023.691,65189.04,290849.723,405062.454,38452.245,72154.04,290849.723,401456.008,806518.462,
5754,3896,5616,1507.5,11019.5,4680,5626,1507.5,11813.5,22833,
6837,300,2142,9068.5,11510.5,2259,2456,9068.5,13783.5,25294,
2225,23096,35002,394.5,58492.5,15966,25460,394.5,41820.5,100313,
1874,6702,12472,632.5,19806.5,5772,12470,632.5,18874.5,38681,
1243,258699,397832,100922,757453,248696,397196,100922,746814,1504267,1114683
5832,5261,33826,1956,41043,5681,34284,1956,41921,82964,
6007,1861.012,4565.071,2412.17,8838.253,6482.012,4619.071,2412.17,13513.253,22351.506,
8826,2892,2397,0,5289,2811,2440,0,5251,10540,8791
4312,2163,6064,318.5,8545.5,2005,6363,318.5,8686.5,17232,
1519,51987.22,92285.017,149481.625,293753.862,31572.806,93771.735,149481.625,274826.166,568580.028,
9778,23879,17798,28915.5,70592.5,24946,18078,28915.5,71939.5,142532,
5078,32652.019,35167.267,131404.8625,199224.1485,26064.396,35556.253,131404.8625,193025.5115,392249.66,
7295,15736,28688,744.5,45168.5,16965,28776,744.5,46485.5,91654,
1822,3163,4725,362.5,8250.5,3351,4559,362.5,8272.5,16523,
9628,15313,11494,4345.5,31152.5,17377,11832,4345.5,33554.5,64707,
8473,78711,48855,17549.5,145115.5,77272,46555,17549.5,141376.5,286492,
8554,35431,30951,5044,71426,39267,31331,5044,75642,147068,
9814,37104,30566,131368.5,199038.5,41738,30766,131368.5,203872.5,402911,
9796,50017,29902,36857,116776,63065,30277,36857,130199,246975,
2313,9247,10759,1618.5,21624.5,9352,10771,1618.5,21741.5,43366,
7406,9727.012,5364.163,19266.334,34357.509,10422.929,5609.618,19266.334,35298.881,69656.39,
5325,8941,13828,43529,66298,8342,15446,43529,67317,133615,
5233,2247,6980,11191,20418,2531,7208,11191,20930,41348,
6524,4310,3059,1658.5,9027.5,4221,3060,1658.5,8939.5,17967,
5628,30674,36532,43118.5,110324.5,38457,38019,43118.5,119594.5,229919,
1396,52,114,0,166,103,209,0,312,478,
9943,60161,41513,73381.5,175055.5,63083,41510,73381.5,177974.5,353030,
5356,72350.234,133976.358,235063.2105,441389.8025,48753.537,144132.49,235063.2105,427949.2375,869339.04,666151
2305,10892,10173,1663.5,22728.5,10613,10207,1663.5,22483.5,45212,
6008,52488,55189,163745,271422,44817,55454,163745,264016,535438,
3107,3673,2093,6016.5,11782.5,4038,2151,6016.5,12205.5,23988,
8625,467,428,0,895,465,429,0,894,1789,
9721,38462,26213,24541,89216,40393,26225,24541,91159,180375,1247
9121,19617,33852,10215,63684,21753,33868,10215,65836,129520,
9218,11563,5595,5157.5,22315.5,11641,5595,5157.5,22393.5,44709,
6964,4677.379,8862.096,29663.575,43203.05,2625.398,8877.096,29663.575,41166.069,84369.119,
5201,8258,9603,7354.5,25215.5,7632,10903,7354.5,25889.5,51105,
3981,5475,6915,2144.5,14534.5,4823,6914,2144.5,13881.5,28416,
3738,23110,42033,9637,74780,25515,42052,9637,77204,151984,
4147,461,266,0,727,474,295,0,769,1496,
7440,8219.369,3894.239,18988.142,31101.75,11080.052,3939.25,18988.142,34007.444,65109.194,
2777,15239,21519,11503,48261,11665,23321,11503,46489,94750,
9135,24295,31722,44186.5,100203.5,29735,32479,44186.5,106400.5,206604,
8711,531,395,0,926,689,399,0,1088,2014,
9790,15077,10545,4637,30259,15275,10550,4637,30462,60721,
9415,43080,32499,78034.5,153613.5,52496,32504,78034.5,163034.5,316648,
9992,136857,83718,91164.5,311739.5,147199,83382,91164.5,321745.5,633485,32167
9864,42523,30854,110939,184316,39583,30864,110939,181386,365702,
9483,21432,15989,15030.5,52451.5,26405,16033,15030.5,57468.5,109920,
2077,7674,68,949,8691,8796,69,949,9814,18505,
1429,78208.989,117171.008,434594.155,629974.152,42723.289,116057.151,434594.155,593374.595,1223348.747,
1957,4184,4949,1554,10687,4117,4975,1554,10646,21333,
8628,559,382,0,941,620,376,0,996,1937,
7915,1376,2528,6670.5,10574.5,1397,2529,6670.5,10596.5,21171,
3797,8328,4003,4832.5,17163.5,7768,4008,4832.5,16608.5,33772,
4519,1855,831,15,2701,1782,1034,15,2831,5532,
7877,284092,373398,77002.5,734492.5,285636,373594,77002.5,736232.5,1470725,178068
6729,1218,1523,383,3124,1521,1524,383,3428,6552,
7211,4468,7505,76,12049,5252,7513,76,12841,24890,
5101,256333,397245,677319,1330897,262633,387468,677319,1327420,2658317,174115
8420,15341,23001,7261,45603,17078,22581,7261,46920,92523,
2576,15883,33760,9034,58677,18288,34476,9034,61798,120475,
5668,28025,43919,39668.5,111612.5,27103,48682,39668.5,115453.5,227066,
2770,19033,30186,18165.5,67384.5,16649,32708,18165.5,67522.5,134907,
3408,26350,59256,56973.5,142579.5,27406,59265,56973.5,143644.5,286224,
3409,2491,17304,1349,21144,5241,17302,1349,23892,45036,
5011,29510,82898,87971,200379,28344,85337,87971,201652,402031,
5942,1184,1250,1206.5,3640.5,1473,1256,1206.5,3935.5,7576,
2877,2988,7176,2197.5,12361.5,2725,8403,2197.5,13325.5,25687,
2963,1956,6524,968.5,9448.5,2306,5702,968.5,8976.5,18425,
5412,473,1051,15171,16695,531,1036,15171,16738,33433,159777
2480,3054,543,1968.5,5565.5,3935,568,1968.5,6471.5,12037,
8441,9523,5621,440,15584,7770,4602,440,12812,28396,
2306,2805,6098,579.5,9482.5,3163,6119,579.5,9861.5,19344,
8432,11748,14508,2087,28343,12464,14456,2087,29007,57350,
3052,20397,35884,31996,88277,15250,35888,31996,83134,171411,
3060,1534,2868,4669,9071,2113,2868,4669,9650,18721,
5421,159958.73,148501.002,377679.475,686139.207,153597.139,143818.238,377679.475,675094.852,1361234.059,21975
2103,3805,1354,0,5159,3920,1349,0,5269,10428,
5145,49657.126,68154.023,96183.223,213994.372,44039.372,68270.529,96183.223,208493.124,422487.496,
1823,310043,709522,125517.5,1145082.5,307119,705989,125517.5,1138625.5,2283708,217391
7212,3730,7493,304,11527,3419,7492,304,11215,22742,
2652,3627,7053,860.5,11540.5,3415,7431,860.5,11706.5,23247,
3579,6997,2381,2497,11875,7648,2385,2497,12530,24405,
8326,128697,171904,10714,311315,128055,172612,10714,311381,622696,
3030,191713,328891,394274.5,914878.5,196309,329863,394274.5,920446.5,1835325,186544
5753,15610,11554,14280.5,41444.5,15008,11554,14280.5,40842.5,82287,
5502,1643,1713,1087,4443,1861,1712,1087,4660,9103,
3901,5816,11295,2806.5,19917.5,6053,11289,2806.5,20148.5,40066,
3830,19078,27031,17803.5,63912.5,23862,27037,17803.5,68702.5,132615,
3861,2765,4439,902,8106,2818,4439,902,8159,16265,
8632,15502,2506,157.5,18165.5,7399,2508,157.5,10064.5,28230,192
7897,2794,1457,1568,5819,2982,1458,1568,6008,11827,
2893,7983,8580,5738.5,22301.5,7693,10216,5738.5,23647.5,45949,
2765,9598,18989,765.5,29352.5,8908,19038,765.5,28711.5,58064,
7348,33380,99266,27553.5,160199.5,36165,103876,27553.5,167594.5,327794,
2289,0,1,0,1,0,1,0,1,2,
3588,1686,664,139.5,2489.5,1714,664,139.5,2517.5,5007,
6781,3247,4853,757,8857,3748,4820,757,9325,18182,
4188,482,342,5,829,506,371,5,882,1711,
5036,253,556,303.5,1112.5,340,572,303.5,1215.5,2328,
2538,420,19,15,454,484,19,15,518,972,
2452,4566,340,387,5293,4724,338,387,5449,10742,
6417,436026,645198,162798.5,1244022.5,439222,652044,162798.5,1254064.5,2498087,948967
5961,42349,118821,20725,181895,40430,118990,20725,180145,362040,
5962,36,45,0,81,43,49,0,92,173,
6690,14679,8929,1158.5,24766.5,13781,9149,1158.5,24088.5,48855,
5357,113773,237913,241903,593589,106426,254946,241903,603275,1196864,36191
5297,15,30,257.5,302.5,13,25,257.5,295.5,598,
5413,4702,7264,31656.5,43622.5,5296,8985,31656.5,45937.5,89560,
4525,44163,64597,11973,120733,41429,65724,11973,119126,239859,
2766,904,2516,0,3420,1165,2549,0,3714,7134,
5033,103999,253809,86690.5,444498.5,100282,247535,86690.5,434507.5,879006,33252
6901,4616,34294,18954,57864,4035,34039,18954,57028,114892,
4436,434,188,113.5,735.5,530,226,113.5,869.5,1605,2049
7055,21449,52638,29638.5,103725.5,21587,54042,29638.5,105267.5,208993,
3099,160.002,372,1704.185,2236.187,995.649,1593,1704.185,4292.834,6529.021,
6000,27884.224,13524.345,26996.2945,68404.8635,12471.647,13519.079,26996.2945,52987.0205,121391.884,
9317,12333,10015,11929,34277,15183,10019,11929,37131,71408,
8057,27369,35217,23945.5,86531.5,29911,35312,23945.5,89168.5,175700,
1994,936,311,567,1814,847,309,567,1723,3537,
4878,76614,27672,37527,141813,84794,27477,37527,149798,291611,57551
6616,4923,815,1491,7229,3974,829,1491,6294,13523,
9994,62086,39625,26182.5,127893.5,64597,39625,26182.5,130404.5,258298,
9967,7137,5765,2832,15734,9203,5775,2832,17810,33544,
9757,22886,17565,16630.5,57081.5,24281,17564,16630.5,58475.5,115557,
9993,40989,34439,23824.5,99252.5,36981,34620,23824.5,95425.5,194678,
1040,15274,9756,1617,26647,14923,9753,1617,26293,52940,
1212,22343,27612,1029.5,50984.5,22375,27713,1029.5,51117.5,102102,
1691,5533,4107,706,10346,5993,4127,706,10826,21172,
8681,123,57,0,180,178,57,0,235,415,
9906,8826,5754,1530,16110,10650,5755,1530,17935,34045,
7027,1965,1314,4179,7458,2650,1318,4179,8147,15605,
9866,115353,94392,105376,315121,134094,94382,105376,333852,648973,132580
9868,65825,46482,13416.5,125723.5,72701,46488,13416.5,132605.5,258329,
9622,19055,15899,5080.5,40034.5,24656,16110,5080.5,45846.5,85881,
9490,11777,107669,3096,122542,12210,108870,3096,124176,246718,
5034,2808,4672,3041,10521,4288,5334,3041,12663,23184,
9397,5828,50362,40427.5,96617.5,5969,55208,40427.5,101604.5,198222,
8713,52863,87234,35877.5,175974.5,56828,90333,35877.5,183038.5,359013,
5944,2090,1937,1169,5196,2283,1956,1169,5408,10604,
8682,245,39,0,284,352,39,0,391,675,
9039,119983,342616,48032,510631,120907,342155,48032,511094,1021725,32129
9186,56693,100260,85721.5,242674.5,63885,97118,85721.5,246724.5,489399,
8763,2346,3958,0,6304,2901,4010,0,6911,13215,
9492,9916,11604,8313,29833,12042,11629,8313,31984,61817,
8642,104,30,0,134,217,30,0,247,381,
7744,48,20,0,68,63,15,0,78,146,
5102,2994,2648,12297,17939,5227,2991,12297,20515,38454,
7745,176863,409189,76552,662604,175697,408279,76552,660528,1323132,1966
5282,39014,77282,94420.5,210716.5,41713,77212,94420.5,213345.5,424062,
8905,78373,27283,22444.5,128100.5,78250,27285,22444.5,127979.5,256080,
4455,2629,4276,437.5,7342.5,2741,4207,437.5,7385.5,14728,
7916,9916,6852,5617,22385,11673,6888,5617,24178,46563,
3190,173224.278,903469.999,1636484.0625,2713178.3395,172669.871,887394.265,1636484.0625,2696548.1985,5409726.538,48001
2292,34724,40515,11622,86861,33452,39412,11622,84486,171347,25886
5694,50365,47175,48810.5,146350.5,50083,48164,48810.5,147057.5,293408,
5584,251842.164,287009.739,798533.6605,1337385.5635,226184.415,285594.075,798533.6605,1310312.1505,2647697.714,
5414,13397,8603,47039,69039,12748,12609,47039,72396,141435,
4520,3751,10491,15974,30216,3874,10609,15974,30457,60673,
7746,32863,38010,2414,73287,30181,28318,2414,60913,134200,
5355,1064243.724,2402824.099,3186855.204,6653923.027,1155275.823,2441612.068,3186855.204,6783743.095,13437666.122,3844904
2949,14208,20192,8974.5,43374.5,12598,21885,8974.5,43457.5,86832,
5358,46277.922,71208.199,178986.3925,296472.5135,27590.645,78021.36,178986.3925,284598.3975,581070.911,
5234,2628,3015,1734,7377,2919,3177,1734,7830,15207,
8472,53429,28377,20923.5,102729.5,50378,27786,20923.5,99087.5,201817,
5486,59581,168679,224104.5,452364.5,53452,179567,224104.5,457123.5,909488,
9793,110357,84056,81546.5,275959.5,108083,83708,81546.5,273337.5,549297,
5134,5966,11823,20952.5,38741.5,9073,12978,20952.5,43003.5,81745,
7471,28061,37814,60114.5,125989.5,25183,37841,60114.5,123138.5,249128,
5283,15450,25762,80580.5,121792.5,24010,27130,80580.5,131720.5,253513,
5448,105827,681243,321020.5,1108090.5,113994,676380,321020.5,1111394.5,2219485,4079
3795,21228,28377,15665.5,65270.5,21977,28379,15665.5,66021.5,131292,
9894,47355,26683,37956,111994,46930,26686,37956,111572,223566,
2128,21665,37301,371.5,59337.5,15721,32689,371.5,48781.5,108119,
5899,120288,187881,152781.5,460950.5,117390,189699,152781.5,459870.5,920821,128235
8114,290,53,107,450,271,57,107,435,885,
2950,10937,20687,8715,40339,10717,22032,8715,41464,81803,
7370,291,173,787.5,1251.5,466,162,787.5,1415.5,2667,
2227,7058,8452,0,15510,6339,7894,0,14233,29743,
2824,7820,16078,549.5,24447.5,8628,16115,549.5,25292.5,49740,
5056,28043,18755,83834.943,130632.943,28240,18992.011,83834.943,131066.954,261699.897,
5473,19022,40647,29927.5,89596.5,22067,49875,29927.5,101869.5,191466,13262
5359,7627,9076,32653.5,49356.5,3693,8931,32653.5,45277.5,94634,3306
2169,9238,9526,235,18999,9313,10622,235,20170,39169,9591
9328,1583702,3050578,1224753.5,5859033.5,1530452,3050966,1224753.5,5806171.5,11665205,441410
6941,119294.268,133594.088,427202.9525,680091.3085,70643.81,133256.088,427202.9525,631102.8505,1311194.159,7205
5642,29593,39063,58834,127490,19855,48618,58834,127307,254797,29435
5822,1596,3287,4277.5,9160.5,2122,3312,4277.5,9711.5,18872,
5669,142966,290818,228196,661980,145563,296881,228196,670640,1332620,
7918,928,901,4747.5,6576.5,943,901,4747.5,6591.5,13168,
5246,66064,61043,109125,236232,77841,58495,109125,245461,481693,428409
