" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits",Interchanges
3176,122601,146280,165864,434745,121548,155114,165864,442526,877271,
6873,10356,38731,96521.5,145608.5,9531,41060,96521.5,147112.5,292721,
2743,124,302,10,436,313,308,10,631,1067,
2550,20983,35236,5029,61248,23112,35301,5029,63442,124690,15
2549,20446,31114,12594.5,64154.5,22605,31246,12594.5,66445.5,130600,
9767,49088,36801,33606,119495,61085,36823,33606,131514,251009,
9107,14572,29032,19950.5,63554.5,15952,29042,19950.5,64944.5,128499,
2279,20371,26380,6102,52853,20976,27136,6102,54214,107067,
2280,6626,11479,2171.5,20276.5,6138,13458,2171.5,21767.5,42044,
5927,6602,6453,4135,17190,7304,6557,4135,17996,35186,
6200,2080,942,675.5,3697.5,2061,933,675.5,3669.5,7367,
1658,53503,110416,29121.5,193040.5,55841,110721,29121.5,195683.5,388724,4679
7008,40617,44892,6747,92256,42820,45000,6747,94567,186823,718
9791,18819,13310,12482,44611,23259,13350,12482,49091,93702,
6913,68811.656,58393.372,168168.063,295373.091,46055.977,58243.372,168168.063,272467.412,567840.503,
1395,41050,55889,136565.5,233504.5,45002,62315,136565.5,243882.5,477387,
1179,26031,21760,369.5,48160.5,21738,21784,369.5,43891.5,92052,
4409,788,703,0,1491,910,671,0,1581,3072,
5324,5034,6078,18795,29907,5439,6117,18795,30351,60258,
2946,18800,72859,19979,111638,16550,72842,19979,109371,221009,
5689,43308,42095,56489.5,141892.5,46873,42497,56489.5,145859.5,287752,
4124,167,84,0,251,190,83,0,273,524,
3811,42489,62619,39891.5,144999.5,45878,62648,39891.5,148417.5,293417,
2536,13138,642,231,14011,13808,646,231,14685,28696,
3812,67983,139883,75462,283328,72963,140286,75462,288711,572039,
4412,4191,6626,370,11187,4186,6823,370,11379,22566,
3680,8342,11589,4919,24850,9780,11607,4919,26306,51156,
1439,16606.877,20683.316,48229.4535,85519.6465,35065.054,20996.372,48229.4535,104290.8795,189810.526,
3562,5218,4857,1032.5,11107.5,5220,4848,1032.5,11100.5,22208,
3238,10112,10714,4816.5,25642.5,10847,10745,4816.5,26408.5,52051,
5682,63845,76813,40863,181521,63031,83191,40863,187085,368606,
3504,25687,26097,856,52640,25485,26159,856,52500,105140,
7022,526445,1262335,648557.5,2437337.5,537109,1245448,648557.5,2431114.5,4868452,229581
6962,2121.798,2981.647,30798.3395,35901.7845,5613.485,3045.178,30798.3395,39457.0025,75358.787,
9768,85895,61682,80216.5,227793.5,104576,61685,80216.5,246477.5,474271,6066
1440,62984.44,95564.301,309582.072,468130.813,84337.463,92325.134,309582.072,486244.669,954375.482,1581
9878,10186,8129,8087.5,26402.5,12246,8133,8087.5,28466.5,54869,
1129,12498,14471,1252.5,28221.5,12577,14500,1252.5,28329.5,56551,
6963,1343.387,1828.283,4868.666,8040.336,8909.329,3273.283,4868.666,17051.278,25091.614,
1016,19250,33735,114.5,53099.5,22757,34030,114.5,56901.5,110001,
5142,167644,99822,817147.5,1084613.5,13113,34524,817147.5,864784.5,1949398,69539
1441,19155.07,21286.14,68350.9735,108792.1835,19989.5,22458.289,68350.9735,110798.7625,219590.946,
5164,63987,102917,77028.5,243932.5,22176,88159,77028.5,187363.5,431296,224825
5007,173883,400115,255868.5,829866.5,202341,416947,255868.5,875156.5,1705023,33863
7292,3500,3844,335.5,7679.5,4864,3842,335.5,9041.5,16721,
2186,7652,4598,5259.5,17509.5,15815,4611,5259.5,25685.5,43195,
3542,11868,7158,719,19745,15091,7162,719,22972,42717,
9112,6135,6683,2338,15156,5271,6681,2338,14290,29446,
3815,22252,21991,23677,67920,22544,21997,23677,68218,136138,
3899,798236,2010119,551140,3359495,798904,1998405,551140,3348449,6707944,375351
3900,225898,294056,241654,761608,182933,293675,241654,718262,1479870,189149
9624,17966,11767,12940,42673,22600,11768,12940,47308,89981,
9969,21738,18083,47496,87317,25215,18084,47496,90795,178112,
9877,8100,7886,3340,19326,9155,7890,3340,20385,39711,
1964,10957,8158,2782.5,21897.5,11367,8194,2782.5,22343.5,44241,
2118,132915,345048,47990,525953,127876,342719,47990,518585,1044538,170881
6201,3947,2887,1303,8137,4012,3334,1303,8649,16786,
9702,36631,26821,40108.5,103560.5,38106,26824,40108.5,105038.5,208599,
4068,39080,74829,17281.5,131190.5,38125,74559,17281.5,129965.5,261156,4738
9769,12392,9238,4599,26229,14328,9240,4599,28167,54396,
2640,19434,26781,4451.5,50666.5,21682,27158,4451.5,53291.5,103958,1555
9028,8388,7168,2398.5,17954.5,8033,7171,2398.5,17602.5,35557,
9897,31919,19769,11735,63423,34117,19769,11735,65621,129044,
1442,53297,71119,66291.5,190707.5,37795,78830,66291.5,182916.5,373624,
8621,496,616,45,1157,627,612,45,1284,2441,
5405,54283.19,92149.999,194958.145,341391.334,39727.39,93562.999,194958.145,328248.534,669639.868,
5406,48591.828,68349.506,196541.4385,313482.7725,35784.769,68443.506,196541.4385,300769.7135,614252.486,
9704,1635,821,1099,3555,1364,830,1099,3293,6848,5578
9680,11817,9884,6554.5,28255.5,12758,9912,6554.5,29224.5,57480,
3098,4608.03,2922,18064.33,25594.36,4035.145,4870.144,18064.33,26969.619,52563.979,
5703,18454,54435,5406.5,78295.5,19608,53325,5406.5,78339.5,156635,20450
8359,49084,62941,1966.5,113991.5,52053,60197,1966.5,114216.5,228208,5143
2919,9621,15610,5898.5,31129.5,10456,18699,5898.5,35053.5,66183,
7914,1115,1619,10722.5,13456.5,1199,1623,10722.5,13544.5,27001,
5351,50774,77971,128540,257285,49452,78553,128540,256545,513830,
5077,66552.779,93577.477,250355.7435,410485.9995,67583.329,122837.471,250355.7435,440776.5435,851262.543,20388
5047,59971.05,113058.164,356508.3415,529537.5555,23953.904,97543.517,356508.3415,478005.7625,1007543.318,122231
3820,48811,34930,53839,137580,50704,35001,53839,139544,277124,
9795,64673,41543,58083,164299,74948,41557,58083,174588,338887,2439
8232,6866,4509,3566.5,14941.5,6799,5075,3566.5,15440.5,30382,
3568,799,378,0,1177,702,378,0,1080,2257,
2425,5399,330,15.5,5744.5,6386,333,15.5,6734.5,12479,
6874,127504.299,120051.879,540464.9135,788021.0915,115725.351,120485.977,540464.9135,776676.2415,1564697.333,
7447,73431,136041,197301,406773,85132,136073,197301,418506,825279,
7469,75924,74727,274687.5,425338.5,71660,74927,274687.5,421274.5,846613,
2762,3410,11515,973,15898,3758,12232,973,16963,32861,
5820,223,235,20,478,189,234,20,443,921,
6664,27578,39929,9534,77041,31475,39296,9534,80305,157346,
7051,706,4370,5677.5,10753.5,806,4423,5677.5,10906.5,21660,
5097,6422,9437,13813.5,29672.5,7495,9752,13813.5,31060.5,60733,
5143,579273,790924,841836,2212033,154291,630386,841836,1626513,3838546,1490950
9911,354608,245345,449365.5,1049318.5,394398,245434,449365.5,1089197.5,2138516,
3004,27480,54349,32844,114673,27444,55927,32844,116215,230888,
5144,63408.777,162339.952,279230.6405,504979.3695,44949.734,170034.267,279230.6405,494214.6415,999194.011,40114
5008,5616,6118,5912,17646,7109,6453,5912,19474,37120,
2947,3913,4148,1777.5,9838.5,2372,5393,1777.5,9542.5,19381,
5199,247423,420966,759048,1427437,228040,444005,759048,1431093,2858530,31879
7792,410,143,165,718,512,154,165,831,1549,
2870,57319,91863,34002.5,183184.5,54647,99249,34002.5,187898.5,371083,1315
5352,64382.304,78666.179,163604.6285,306653.1115,55287.876,79835.179,163604.6285,298727.6835,605380.795,
1372,4939,9620,25098.5,39657.5,3821,13490,25098.5,42409.5,82067,
2764,5000,5159,1444.5,11603.5,5692,5172,1444.5,12308.5,23912,
6836,373340,818850,1799507,2991697,389784,812437,1799507,3001728,5993425,29717
5098,38140.007,21866.015,248257.336,308263.358,28203.06,26581.015,248257.336,303041.411,611304.769,
4731,93181,246296,36629,376106,98570,245939,36629,381138,757244,86555
3774,15984,21451,5874,43309,17674,21670,5874,45218,88527,
2573,6457,4183,2157.5,12797.5,6792,4155,2157.5,13104.5,25902,
5553,42442,36436,101086.5,179964.5,44942,36763,101086.5,182791.5,362756,
6814,112549,135083,376564,624196,107234,131520,376564,615318,1239514,39940
5582,25976.345,42159.5,83082.711,151218.556,16659.156,42340.521,83082.711,142082.388,293300.944,
5554,28845.131,63260.071,34036.731,126141.933,30781.069,63490.25,34036.731,128308.05,254449.983,
2412,269263,686249,104377,1059889,278041,686465,104377,1068883,2128772,285330
1130,46337,42916,2880.5,92133.5,48993,42915,2880.5,94788.5,186922,
6615,140301,209044,47268.5,396613.5,147105,209200,47268.5,403573.5,800187,41960
7736,20115,11725,9429,41269,22751,11723,9429,43903,85172,
5200,6794,13021,43250,63065,6843,14522,43250,64615,127680,
5840,529,385,262,1176,711,390,262,1363,2539,
5255,191756,356466,277954,826176,179499,358832,277954,816285,1642461,3739
5009,3119,4189,3195.5,10503.5,4074,4383,3195.5,11652.5,22156,
5296,2753,1629,3678.5,8060.5,2652,1743,3678.5,8073.5,16134,
6914,94589.521,97721.173,332790.5325,525101.2265,80059.832,98004.357,332790.5325,510854.7215,1035955.948,
2823,9093,9266,5189.5,23548.5,10250,9298,5189.5,24737.5,48286,747
3267,147979,222574,146884.5,517437.5,149009,228586,146884.5,524479.5,1041917,597
5353,6780,7682,31595,46057,5637,8434,31595,45666,91723,
4449,3512,9346,1463.5,14321.5,4506,9745,1463.5,15714.5,30036,
5099,82033.13,78339.52,251909.1,412281.75,72771.892,78976.52,251909.1,403657.512,815939.262,
5583,58741.251,33107.506,68592.762,160441.519,55933.276,33627.963,68592.762,158154.001,318595.52,
3031,24793,42580,45201,112574,26170,43807,45201,115178,227752,
2745,118162,77576,68254,263992,120750,80091,68254,269095,533087,
5879,47427,73025,39822,160274,46778,73698,39822,160298,320572,
5319,9444,17273,18772,45489,9712,17428,18772,45912,91401,
2556,6860,5289,2293,14442,7868,5308,2293,15469,29911,
8233,9750,1716,8656,20122,10681,1721,8656,21058,41180,1762
4365,12464,23538,12538,48540,14457,23572,12538,50567,99107,
3785,211,250,0,461,223,258,0,481,942,
5121,378189,1733226,3997728,6109143,466939,1726753,3997728,6191420,12300563,2141
6850,22246,169588,132454.5,324288.5,18871,172004,132454.5,323329.5,647618,
5555,20926,19409,35305.5,75640.5,21022,19762,35305.5,76089.5,151730,
2653,2149,624,247.5,3020.5,1920,623,247.5,2790.5,5811,
5301,24435.864,4122.094,8371.697,36929.655,26019.902,4047.094,8371.697,38438.693,75368.348,
5595,1410164.156,1717162.297,4536611.067,7663937.52,1823534.73,1719811.49,4536611.067,8079957.287,15743894.807,4832697
6926,40158.155,79320.889,249246.8355,368725.8795,44826.555,81582.128,249246.8355,375655.5185,744381.398,2552
4069,484,832,0,1316,552,845,0,1397,2713,
9792,76487,61886,66454,204827,91098,61904,66454,219456,424283,
4593,1149,203,199,1551,1383,204,199,1786,3337,
5556,48162,63703,126462,238327,46871,64401,126462,237734,476061,
6274,33245,61027,1886.5,96158.5,34162,61234,1886.5,97282.5,193441,
9718,9346,7153,4284.5,20783.5,11588,7153,4284.5,23025.5,43809,
2795,148,40,190.5,378.5,165,60,190.5,415.5,794,
3202,31285,3176,15378,49839,34442,3184,15378,53004,102843,
2574,24702,43442,8257.5,76401.5,19557,43795,8257.5,71609.5,148011,
5048,54532.004,75201.841,217413.004,347146.849,39390.087,83064.841,217413.004,339867.932,687014.781,1131
4070,1980,2758,25.5,4763.5,2090,2770,25.5,4885.5,9649,
9855,52759,56407,96772.5,205938.5,65709,56411,96772.5,218892.5,424831,
9747,12314,9065,2672.5,24051.5,17743,9073,2672.5,29488.5,53540,
9752,59903,59292,73262,192457,61715,59292,73262,194269,386726,
9762,38402,32383,30504,101289,39083,32384,30504,101971,203260,
5557,59117,73642,108334.5,241093.5,61367,75286,108334.5,244987.5,486081,
4616,5463,4047,5257.5,14767.5,5881,4117,5257.5,15255.5,30023,
3828,22967,29708,18484,71159,25398,29716,18484,73598,144757,
6861,132688,706732,990508,1829928,130038,727646,990508,1848192,3678120,157491
6853,13300,33485,27807.5,74592.5,1912,29490,27807.5,59209.5,133802,
6349,9003,343,2888,12234,9424,348,2888,12660,24894,
5457,10762,13962,19140.5,43864.5,12060,14591,19140.5,45791.5,89656,
2562,12282,17783,2938,33003,12217,17805,2938,32960,65963,
4876,9309,8589,2812,20710,11890,8794,2812,23496,44206,
2451,26403,82449,15369.5,124221.5,24549,82358,15369.5,122276.5,246498,4658
3005,370,144,560,1074,288,149,560,997,2071,
7515,419,529,1426.5,2374.5,491,529,1426.5,2446.5,4821,
1227,22264,15195,15364.5,52823.5,23800,15251,15364.5,54415.5,107239,
6488,6398,13035,2471,21904,6374,12776,2471,21621,43525,
8708,576,707,0,1283,746,710,0,1456,2739,
8470,25265,5385,13035.5,43685.5,27055,5411,13035.5,45501.5,89187,
3624,75126,234774,644.5,310544.5,66589,180634,644.5,247867.5,558412,
2486,2403,4907,1374.5,8684.5,3183,5030,1374.5,9587.5,18272,
5458,7662,20461,10273,38396,7919,20535,10273,38727,77123,
3019,22522,34188,34264.5,90974.5,22730,37160,34264.5,94154.5,185129,
5336,1849,999,9760,12608,1961,1044,9760,12765,25373,
3570,24,0,0,24,20,0,0,20,44,
5821,108,109,148.5,365.5,205,109,148.5,462.5,828,
7504,5596,16011,2575,24182,8522,16012,2575,27109,51291,
9627,30336,21912,17144,69392,29502,21911,17144,68557,137949,
2049,2073,362,1598,4033,2186,362,1598,4146,8179,
8824,502,344,0,846,640,342,0,982,1828,
8825,2993,1269,0,4262,3963,1271,0,5234,9496,
3905,23592,21812,16329.5,61733.5,21156,21798,16329.5,59283.5,121017,
1143,19102,29397,363,48862,20240,29390,363,49993,98855,
4617,14946,17286,1757,33989,14159,17454,1757,33370,67359,
5896,111480,128918,56361.5,296759.5,106406,128933,56361.5,291700.5,588460,
8056,33041,43463,50099.5,126603.5,35920,44402,50099.5,130421.5,257025,
8505,4219,3150,522.5,7891.5,5132,2983,522.5,8637.5,16529,
5408,49571.525,105224.373,244936.8765,399732.7745,43349.278,134169.598,244936.8765,422455.7525,822188.527,
1030,347977,688003,91091,1127071,352583,685040,91091,1128714,2255785,186103
5409,505,941,1816,3262,585,1246,1816,3647,6909,
9185,17032,25920,12918,55870,17596,25939,12918,56453,112323,
4639,42304,44492,8821.5,95617.5,39958,46286,8821.5,95065.5,190683,
9970,14559,18766,39741.5,73066.5,14054,18927,39741.5,72722.5,145789,
7579,9483,2645,4319,16447,9470,2651,4319,16440,32887,
3634,8247,15118,4532.5,27897.5,9269,15197,4532.5,28998.5,56896,2470
5484,121496,333511,234940.5,689947.5,135422,329453,234940.5,699815.5,1389763,2572
5100,53709.712,66165.409,320757.3985,440632.5195,45164.066,74160.434,320757.3985,440081.8985,880714.418,
5754,3079,4219,550,7848,3619,4226,550,8395,16243,
6837,366,2104,14564,17034,1564,2266,14564,18394,35428,
2225,23600,25698,522,49820,16746,17807,522,35075,84895,
1874,6115,12450,1476,20041,5925,12455,1476,19856,39897,
1243,248304,390574,106893.5,745771.5,238100,390211,106893.5,735204.5,1480976,1103230
5832,5848,33836,2392,42076,6074,34190,2392,42656,84732,
6007,2331.012,3761,1453.5,7545.512,6780,3920,1453.5,12153.5,19699.012,
8826,2671,2382,0,5053,2668,2375,0,5043,10096,5627
4312,2822,4057,51.5,6930.5,2772,4195,51.5,7018.5,13949,
1519,52600.061,80604.095,140736.4435,273940.5995,34386.142,82875.066,140736.4435,257997.6515,531938.251,
9778,23728,18434,26341.5,68503.5,26647,18437,26341.5,71425.5,139929,
5078,34704.639,39662.612,139677.0395,214044.2905,21749.389,43397.611,139677.0395,204824.0395,418868.33,
7295,17897,30350,594,48841,19112,30413,594,50119,98960,
1822,2819,4264,601.5,7684.5,3058,4197,601.5,7856.5,15541,
9628,13157,10464,4138,27759,18480,10465,4138,33083,60842,
8473,62560,39475,13301,115336,62331,38347,13301,113979,229315,
8554,37065,27967,6454.5,71486.5,39162,28218,6454.5,73834.5,145321,
9814,34599,28751,115310,178660,42123,28752,115310,186185,364845,
9796,46739,29646,35603,111988,65782,29652,35603,131037,243025,
2313,9320,10893,1859.5,22072.5,9552,10889,1859.5,22300.5,44373,
7406,11507.811,5944.7,13846.368,31298.879,12675.952,6294.77,13846.368,32817.09,64115.969,
5325,9308,12291,45159,66758,9349,13329,45159,67837,134595,
5233,2045,5164,11258,18467,2842,5560,11258,19660,38127,
6524,3836,2934,2012,8782,3742,2943,2012,8697,17479,
5628,36067,44316,41796.5,122179.5,39251,45184,41796.5,126231.5,248411,
9943,71250,48489,84721,204460,77990,48493,84721,211204,415664,
5356,75081.16,113140.039,235786.4965,424007.6955,64412.894,113974.215,235786.4965,414173.6055,838181.301,720404
2305,10032,9898,2358,22288,10410,9918,2358,22686,44974,
6008,45634,49639,158887.5,254160.5,41102,49780,158887.5,249769.5,503930,
3107,3370,2029,7878.5,13277.5,3616,2107,7878.5,13601.5,26879,
8625,421,404,0,825,451,404,0,855,1680,
9721,38398,28068,23753,90219,40913,28101,23753,92767,182986,1365
9121,19837,36568,10811.5,67216.5,22976,36573,10811.5,70360.5,137577,
9218,8986,4081,4923,17990,9020,4080,4923,18023,36013,
6964,4999.377,8019.121,32446.1,45464.598,3016.817,8062.121,32446.1,43525.038,88989.636,
5201,7266,6742,6281.5,20289.5,7957,7037,6281.5,21275.5,41565,
3981,5560,8202,1977.5,15739.5,5124,8204,1977.5,15305.5,31045,
3738,23343,39958,13597.5,76898.5,25918,39953,13597.5,79468.5,156367,
4147,272,243,0,515,435,290,0,725,1240,
7440,9362.885,4585.511,17736.8595,31685.2555,11915.451,4847.511,17736.8595,34499.8215,66185.077,
2777,17632,22726,9923,50281,12048,24580,9923,46551,96832,
9135,32663,30989,50138,113790,39414,30966,50138,120518,234308,
8711,496,390,0,886,632,389,0,1021,1907,
9790,14811,10942,5542,31295,15785,10945,5542,32272,63567,
9415,42522,29139,96758.5,168419.5,52061,29148,96758.5,177967.5,346387,
9992,126520,79070,89965.5,295555.5,136798,78815,89965.5,305578.5,601134,3609
9864,40151,29873,99801.5,169825.5,37711,29873,99801.5,167385.5,337211,
9483,21112,14058,14688,49858,26247,14064,14688,54999,104857,
2077,7616,107,1034.5,8757.5,8780,108,1034.5,9922.5,18680,
1429,81735.232,119121.871,440204.36,641061.463,44575.34,118328.871,440204.36,603108.571,1244170.034,
1957,4159,4968,1472.5,10599.5,4137,4979,1472.5,10588.5,21188,
8628,487,414,0,901,699,427,0,1126,2027,
7915,1146,2264,6824.5,10234.5,1262,2274,6824.5,10360.5,20595,
3797,7520,4692,6817,19029,7786,4696,6817,19299,38328,
4519,1517,828,20.5,2365.5,1542,1037,20.5,2599.5,4965,
7877,266824,347224,71655.5,685703.5,267024,348701,71655.5,687380.5,1373084,155731
6729,911,1563,473.5,2947.5,1065,1481,473.5,3019.5,5967,
7211,4863,7384,52.5,12299.5,5623,7451,52.5,13126.5,25426,
5101,248971,352601,704675.5,1306247.5,247469,348587,704675.5,1300731.5,2606979,184380
8420,15437,22728,6098.5,44263.5,17237,22780,6098.5,46115.5,90379,
2576,17414,33037,9360,59811,19694,34316,9360,63370,123181,
5668,30911,43506,42449.5,116866.5,32196,47366,42449.5,122011.5,238878,
2770,19261,26245,18810.5,64316.5,15911,29678,18810.5,64399.5,128716,
3408,25723,57236,52629,135588,27098,57224,52629,136951,272539,
3409,2510,18205,1218,21933,4926,18201,1218,24345,46278,
5011,37319,74039,96161,207519,37157,74829,96161,208147,415666,
5942,1051,1376,1510.5,3937.5,1408,1379,1510.5,4297.5,8235,
2877,3023,7666,1161,11850,2832,8953,1161,12946,24796,
2963,1582,4288,1195,7065,2131,4447,1195,7773,14838,
5412,561,1009,3003,4573,613,967,3003,4583,9156,163561
2480,2804,581,1426,4811,3373,614,1426,5413,10224,
8441,7672,4921,639,13232,5837,4116,639,10592,23824,
2306,2709,5623,153,8485,3052,5627,153,8832,17317,
8432,12845,14510,3672,31027,14396,14448,3672,32516,63543,
3052,20790,37023,37341.5,95154.5,17486,37102,37341.5,91929.5,187084,
3060,1286,2422,2952.5,6660.5,2179,2422,2952.5,7553.5,14214,
5421,194762.377,139357.989,368240.4275,702360.7935,164162.401,136682.283,368240.4275,669085.1115,1371445.905,25523
2103,3092,1022,0,4114,3308,1021,0,4329,8443,
5145,47115.153,60779.069,109280.152,217174.374,38672.054,60575.235,109280.152,208527.441,425701.815,
1823,296256,680439,133598.5,1110293.5,293093,679435,133598.5,1106126.5,2216420,196871
7212,5264,7294,505.5,13063.5,5333,7296,505.5,13134.5,26198,
2652,3223,7562,1338,12123,3336,7739,1338,12413,24536,
3579,5924,1926,1743,9593,6110,1929,1743,9782,19375,
8326,130343,164186,10607,305136,128608,164292,10607,303507,608643,
3030,202535,349044,399716,951295,208913,350532,399716,959161,1910456,172722
5753,17666,14033,12478.5,44177.5,16944,14039,12478.5,43461.5,87639,
5502,2092,1683,1116.5,4891.5,2426,1685,1116.5,5227.5,10119,
3901,6369,13276,2260,21905,6931,13297,2260,22488,44393,
3830,17639,29349,15165,62153,22007,29384,15165,66556,128709,
3861,3004,5542,948,9494,3099,5546,948,9593,19087,
8632,13529,2686,356.5,16571.5,7162,2686,356.5,10204.5,26776,120
7897,2503,1431,1705.5,5639.5,2538,1438,1705.5,5681.5,11321,
2893,8397,8323,5721.5,22441.5,7324,11038,5721.5,24083.5,46525,
2765,9164,15701,1084,25949,8612,15764,1084,25460,51409,
7348,36824,104995,28382.5,170201.5,40496,110568,28382.5,179446.5,349648,
3588,1463,394,236,2093,1453,394,236,2083,4176,
6781,2814,4439,695,7948,3448,4429,695,8572,16520,
4188,429,242,22.5,693.5,455,271,22.5,748.5,1442,
5036,151,491,286,928,280,516,286,1082,2010,
2538,490,85,0,575,477,85,0,562,1137,
2452,4532,273,226.5,5031.5,4748,275,226.5,5249.5,10281,
6417,397258,595948,156716,1149922,396995,601830,156716,1155541,2305463,909197
5961,54281,106927,18130,179338,53602,107152,18130,178884,358222,
5962,38,140,0,178,48,140,0,188,366,
6690,14850,8594,1317.5,24761.5,14352,8772,1317.5,24441.5,49203,
5357,124790,227529,234206.5,586525.5,117740,242646,234206.5,594592.5,1181118,33713
5297,16,11,135,162,17,19,135,171,333,
5413,4222,6209,29543,39974,5890,6622,29543,42055,82029,
4525,48021,69924,13394.5,131339.5,45746,71120,13394.5,130260.5,261600,
2766,695,2119,25.5,2839.5,997,2158,25.5,3180.5,6020,
5033,118626,210433,94088,423147,114606,206148,94088,414842,837989,41719
6901,4264,30309,20882.5,55455.5,3698,30098,20882.5,54678.5,110134,
4436,421,268,10,699,459,282,10,751,1450,2017
7055,26231,52034,30444.5,108709.5,27041,52149,30444.5,109634.5,218344,
3099,715.205,407,1231.025,2353.23,2687.426,720,1231.025,4638.451,6991.681,
6000,27042.686,14313.017,32323.4935,73679.1965,12452.528,14286.26,32323.4935,59062.2815,132741.478,
9317,13054,9664,12787,35505,15519,9674,12787,37980,73485,
8057,25239,34636,28473.5,88348.5,26620,34660,28473.5,89753.5,178102,
1994,1209,342,50.5,1601.5,1089,343,50.5,1482.5,3084,
4878,80650,26370,30627,137647,90799,26359,30627,147785,285432,63074
6616,4206,590,1543.5,6339.5,3620,599,1543.5,5762.5,12102,
9994,61300,39323,28618,129241,63553,39323,28618,131494,260735,
9967,7018,6260,3527.5,16805.5,9919,6263,3527.5,19709.5,36515,
9757,25086,18908,18492,62486,26993,18910,18492,64395,126881,
9993,39815,33640,25681,99136,35576,33794,25681,95051,194187,
1040,13744,8183,995.5,22922.5,13722,8184,995.5,22901.5,45824,
1212,21997,24821,1427,48245,22400,25052,1427,48879,97124,
1691,4790,3859,827,9476,5282,3839,827,9948,19424,
8681,168,52,0,220,281,51,0,332,552,
9906,11872,9055,1811,22738,12894,9055,1811,23760,46498,
7027,2487,1432,5128,9047,3045,1440,5128,9613,18660,
9866,100245,84806,101297,286348,116803,84802,101297,302902,589250,132131
9868,61353,43963,17568.5,122884.5,68383,43965,17568.5,129916.5,252801,
9622,15071,15957,4497,35525,23511,15958,4497,43966,79491,
9490,12471,119208,4674,136353,13807,120102,4674,138583,274936,120
5034,2734,5058,2759,10551,2721,6515,2759,11995,22546,
9397,5503,47643,42459.5,95605.5,5610,53954,42459.5,102023.5,197629,
8713,56325,84698,36972,177995,58851,87579,36972,183402,361397,
5944,1883,1871,1858.5,5612.5,1906,1888,1858.5,5652.5,11265,
8682,228,56,0,284,223,56,0,279,563,
9039,125369,351718,49066.5,526153.5,122074,351477,49066.5,522617.5,1048771,20590
9186,69159,85936,91733.5,246828.5,77066,85089,91733.5,253888.5,500717,
9187,15142,18095,21555,54792,15727,18142,21555,55424,110216,
8763,2423,4227,35.5,6685.5,2888,4295,35.5,7218.5,13904,
9492,9738,11957,8165.5,29860.5,12100,11944,8165.5,32209.5,62070,
8642,109,2,0,111,132,2,0,134,245,
7744,7,14,0,21,17,16,0,33,54,
5102,1702,2118,15461,19281,4789,2294,15461,22544,41825,
7745,155222,369189,75061,599472,159220,368718,75061,602999,1202471,3084
5282,40631,68779,86985.5,196395.5,40033,68852,86985.5,195870.5,392266,
8905,77246,38340,22509,138095,79580,38352,22509,140441,278536,
4455,3414,3646,569,7629,3472,3715,569,7756,15385,
7916,9408,7072,5630,22110,10934,7100,5630,23664,45774,
3190,201874.936,881751.603,1699601.046,2783227.585,200065.02,872267.117,1699601.046,2771933.183,5555160.768,50367
2292,39010,36832,13063.5,88905.5,37756,35609,13063.5,86428.5,175334,16642
5694,65250,51841,56636.5,173727.5,62753,52401,56636.5,171790.5,345518,
5584,271919.072,272908.41,840828.347,1385655.829,263254.586,271980.895,840828.347,1376063.828,2761719.657,
5414,14721,8123,60332.5,83176.5,13771,11430,60332.5,85533.5,168710,
4520,3256,9516,15847,28619,3639,9687,15847,29173,57792,
7746,34164,32012,3433.5,69609.5,25909,22890,3433.5,52232.5,121842,
5355,1244859.275,2219016.822,3188618.814,6652494.911,1339660.3,2232812.287,3188618.814,6761091.401,13413586.312,3211613
2949,15716,21848,10342.5,47906.5,14607,24175,10342.5,49124.5,97031,
5358,53119.731,58676,182747.7465,294543.4775,39269.678,59377.105,182747.7465,281394.5295,575938.007,
5234,2277,1841,2263,6381,2826,1952,2263,7041,13422,
8472,44957,23719,16670.5,85346.5,43679,23337,16670.5,83686.5,169033,
5486,67801,154515,226560.5,448876.5,70379,155379,226560.5,452318.5,901195,
9793,116515,76252,79761.5,272528.5,113622,76319,79761.5,269702.5,542231,
5134,5846,10229,19812.5,35887.5,9412,11197,19812.5,40421.5,76309,
7471,35845,43131,62821,141797,31693,43193,62821,137707,279504,
5283,13930,22280,74973.5,111183.5,22144,23954,74973.5,121071.5,232255,
5448,114757,686240,397919.5,1198916.5,137247,669970,397919.5,1205136.5,2404053,4863
3795,20589,31017,14246,65852,21267,31018,14246,66531,132383,
9894,48112,26955,41117.5,116184.5,47441,26956,41117.5,115514.5,231699,
2128,22294,29410,596.5,52300.5,18028,26900,596.5,45524.5,97825,
5899,153705,178734,162698.5,495137.5,148843,179840,162698.5,491381.5,986519,154006
8114,63,43,15,121,127,44,15,186,307,
2950,8985,16562,6702.5,32249.5,8425,17171,6702.5,32298.5,64548,
7370,418,177,961.5,1556.5,487,155,961.5,1603.5,3160,
2227,7301,8898,48.5,16247.5,6616,8287,48.5,14951.5,31199,
2824,7042,14320,291.5,21653.5,7490,14361,291.5,22142.5,43796,
5056,28371,29633,94219.9825,152223.9825,23891.006,34754,94219.9825,152864.9885,305088.971,
5473,23645,35641,32884,92170,29016,42027,32884,103927,196097,14468
5359,7516,6834,30227,44577,4169,7029,30227,41425,86002,3407
2169,6297,6643,123.5,13063.5,6579,7331,123.5,14033.5,27097,18950
